Numero Processo,Nome,Data,Protocolo,Título,Texto 3,Texto 4,Texto 5,Texto 6,Texto 7,Texto 8,Texto 9
0036.048286/2023-00,Sinelma Penha de Souza,06/12/2023,,SEI/RO - 0044207276 - Documento de Oficialização de Demanda,Documento de Oficialização de Demanda nº 3/2023/SESAU-GRS3,,N/A,,N/A,N/A,N/A
0036.048286/2023-00,Gerente,06/12/2023,0044207276,SEI/RO - 0044207276 - Documento de Oficialização de Demanda,Documento de Oficialização de Demanda nº 3/2023/SESAU-GRS3,,N/A,,N/A,N/A,N/A
0049.003281/2023-09,ANDRÉ LUIZ FERREIRA DA SILVA,20/02/2024,,SEI/RO - 0046063261 - Despacho,DESPACHO,De:HB-GAD,Para: SESAU-GECOMP,Processo Nº:0049.003281/2023-09,Assunto: Solicitação de ajustes.,,"Senhor(a),"
0049.003281/2023-09,Gerente,20/02/2024,,SEI/RO - 0046063261 - Despacho,DESPACHO,De:HB-GAD,Para: SESAU-GECOMP,Processo Nº:0049.003281/2023-09,Assunto: Solicitação de ajustes.,,"Senhor(a),"
0049.003281/2023-09,Gerente,20/02/2024,0046063261,SEI/RO - 0046063261 - Despacho,DESPACHO,De:HB-GAD,Para: SESAU-GECOMP,Processo Nº:0049.003281/2023-09,Assunto: Solicitação de ajustes.,,"Senhor(a),"
0060.114123/2021-55,Cicileia Correia da Silva,26/04/2022,,SEI/RO - 0028322560 - Despacho,DESPACHO,De:LACEN-DG,Para: LACEN-ASTEC,Processo Nº:  0060.114123/2021-55,Assunto:Providências quanto as informações necessárias.,,"Prezados,"
0060.114123/2021-55,Diretor(a),26/04/2022,0028322560,SEI/RO - 0028322560 - Despacho,DESPACHO,De:LACEN-DG,Para: LACEN-ASTEC,Processo Nº:  0060.114123/2021-55,Assunto:Providências quanto as informações necessárias.,,"Prezados,"
0036.078020/2022-01,Gustavo Soares e Silva,24/01/2023,,SEI/RO - 0035140757 - Despacho,DESPACHO,De:SESAU-CO,Para: SESAU-GECOMP,Processo Nº:  0036.078020/2022-01,,"Prezados,",
0036.078020/2022-01,Engenheiro,24/01/2023,0035140757,SEI/RO - 0035140757 - Despacho,DESPACHO,De:SESAU-CO,Para: SESAU-GECOMP,Processo Nº:  0036.078020/2022-01,,"Prezados,",
0036.584414/2021-12,Fabíola Menegasso Dias,17/03/2023,,SEI/RO - 0036641677 - Despacho,DESPACHO,Nº Processo Administrativo:0036.584414/2021-12,Interessado: SECRETARIA DE ESTADO DA SAÚDE - SESAU,"Assunto: REGISTRO DE PREÇOS PARA FUTURA E EVENTUAL AQUISIÇÃO DE EQUIPAMENTOS E MATERIAIS DE USO PERMANENTE MÉDICO/ASSISTENCIAL, DE HOTELARIA HOSPITALAR, RAIO-X, LABORATORIAL E DE LAVANDEIRA HOSPITALAR, PARA O HOSPITAL DE RETAGUARDA DE RONDÔNIA - HC, INCLUINDO, ASSISTÊNCIA TÉCNICA, MANUTENÇÃO PREVENTIVA E CORRETIVA COM FORNECIMENTO/REPOSIÇÃO DE PEÇAS, POR UM PERÍODO DE 12 (DOZE) MESES.",,"Procedida a reanálise dos IDs0035084174,0035084836e0035731705, dou prosseguimento aos autos.",
0036.584414/2021-12,Diretor(a) Executivo(a),20/03/2023,,SEI/RO - 0036641677 - Despacho,DESPACHO,Nº Processo Administrativo:0036.584414/2021-12,Interessado: SECRETARIA DE ESTADO DA SAÚDE - SESAU,"Assunto: REGISTRO DE PREÇOS PARA FUTURA E EVENTUAL AQUISIÇÃO DE EQUIPAMENTOS E MATERIAIS DE USO PERMANENTE MÉDICO/ASSISTENCIAL, DE HOTELARIA HOSPITALAR, RAIO-X, LABORATORIAL E DE LAVANDEIRA HOSPITALAR, PARA O HOSPITAL DE RETAGUARDA DE RONDÔNIA - HC, INCLUINDO, ASSISTÊNCIA TÉCNICA, MANUTENÇÃO PREVENTIVA E CORRETIVA COM FORNECIMENTO/REPOSIÇÃO DE PEÇAS, POR UM PERÍODO DE 12 (DOZE) MESES.",,"Procedida a reanálise dos IDs0035084174,0035084836e0035731705, dou prosseguimento aos autos.",
0036.584414/2021-12,Diretor(a) Executivo(a),20/03/2023,0036641677,SEI/RO - 0036641677 - Despacho,DESPACHO,Nº Processo Administrativo:0036.584414/2021-12,Interessado: SECRETARIA DE ESTADO DA SAÚDE - SESAU,"Assunto: REGISTRO DE PREÇOS PARA FUTURA E EVENTUAL AQUISIÇÃO DE EQUIPAMENTOS E MATERIAIS DE USO PERMANENTE MÉDICO/ASSISTENCIAL, DE HOTELARIA HOSPITALAR, RAIO-X, LABORATORIAL E DE LAVANDEIRA HOSPITALAR, PARA O HOSPITAL DE RETAGUARDA DE RONDÔNIA - HC, INCLUINDO, ASSISTÊNCIA TÉCNICA, MANUTENÇÃO PREVENTIVA E CORRETIVA COM FORNECIMENTO/REPOSIÇÃO DE PEÇAS, POR UM PERÍODO DE 12 (DOZE) MESES.",,"Procedida a reanálise dos IDs0035084174,0035084836e0035731705, dou prosseguimento aos autos.",
0036.465253/2021-51,Marcos Silva Almeida Junior,28/03/2023,,SEI/RO - 0036924558 - Despacho,DESPACHO,De: SUPEL-NP,Para: PGE-PA,Processo Nº:0036.465253/2021-51,Assunto: Análise e Parecer Jurídico do Edital,,"Senhor Procurador,"
0036.465253/2021-51,Assessor(a),28/03/2023,0036924558,SEI/RO - 0036924558 - Despacho,DESPACHO,De: SUPEL-NP,Para: PGE-PA,Processo Nº:0036.465253/2021-51,Assunto: Análise e Parecer Jurídico do Edital,,"Senhor Procurador,"
0050.072218/2022-94,ADRIANA BORGES DE OLIVEIRA,12/05/2023,,SEI/RO - 0038181231 - Despacho,DESPACHO,De: HRSF-ASTEC,Para: SESAU-GECOMP,Processo n.º:  0050.072218/2022-94,Assunto:Resposta ao Memorando 547 (0038118221),,"Prezada,"
0050.072218/2022-94,Auxiliar Administrativo,12/05/2023,0038181231,SEI/RO - 0038181231 - Despacho,DESPACHO,De: HRSF-ASTEC,Para: SESAU-GECOMP,Processo n.º:  0050.072218/2022-94,Assunto:Resposta ao Memorando 547 (0038118221),,"Prezada,"
0050.071690/2022-18,ELIZETE GAMA NASCIMENTO DE ALMEIDA,15/05/2023,,SEI/RO - 0038228919 - Memorando,Memorando nº 195/2023/SESAU-CDI,"Aos Senhores,",,Carla Patrícia Alves,Gerente de Compras - SESAU/GECOMP,,Wrangler Gonçalves Blodow
0050.071690/2022-18,Diretor(a),15/05/2023,,SEI/RO - 0038228919 - Memorando,Memorando nº 195/2023/SESAU-CDI,"Aos Senhores,",,Carla Patrícia Alves,Gerente de Compras - SESAU/GECOMP,,Wrangler Gonçalves Blodow
0050.071690/2022-18,Diretor(a),15/05/2023,0038228919,SEI/RO - 0038228919 - Memorando,Memorando nº 195/2023/SESAU-CDI,"Aos Senhores,",,Carla Patrícia Alves,Gerente de Compras - SESAU/GECOMP,,Wrangler Gonçalves Blodow
0036.019918/2023-10,Allan Robert Ramalho Morais,07/07/2023,,SEI/RO - 0039750902 - Despacho,DESPACHO,De:SESAU-SESMT,Para:  SESAU-GECOMP,Processo Nº:  0036.019918/2023-10,Assunto: Padronização de descritivos de materiais ergonômicos.,,"Senhor(a),"
0036.019918/2023-10,Coordenador(a),07/07/2023,,SEI/RO - 0039750902 - Despacho,DESPACHO,De:SESAU-SESMT,Para:  SESAU-GECOMP,Processo Nº:  0036.019918/2023-10,Assunto: Padronização de descritivos de materiais ergonômicos.,,"Senhor(a),"
0036.019918/2023-10,Coordenador(a),07/07/2023,0039750902,SEI/RO - 0039750902 - Despacho,DESPACHO,De:SESAU-SESMT,Para:  SESAU-GECOMP,Processo Nº:  0036.019918/2023-10,Assunto: Padronização de descritivos de materiais ergonômicos.,,"Senhor(a),"
0036.048286/2023-00,Marcia Helena Coutinho Ferreira,07/12/2023,,SEI/RO - 0044209006 - Documento de Oficialização de Demanda,Documento de Oficialização de Demanda nº 7/2023/SESAU-CES,,DOCUMENTO DE OFICIALIZAÇÃO DA DEMANDA – DOD,introdução,"O presente documento trata de eventualcontratação e a aquisição de produtos de refrigeração, tais como condicionadores de ar, bebedouros, frigobar, geladeiras e freezers destinados ao atendimento das unidades de saúde,visando atender a necessidade deste Conselho Estadual de Saúde de Rondônia - CES/RO.","A solicitação demonstra a realidade que necessitamos, a qual tem como objetivo de promover melhor conforto, segurança e qualidade aos conselheiros estaduais de saúde, bem como, aos colaboradores a fim de proporcionar e buscar pela melhoria no ambiente de trabalho, para realização das atividades no âmbito de competência deste conselho.",
0036.048286/2023-00,Assessor(a),07/12/2023,,SEI/RO - 0044209006 - Documento de Oficialização de Demanda,Documento de Oficialização de Demanda nº 7/2023/SESAU-CES,,DOCUMENTO DE OFICIALIZAÇÃO DA DEMANDA – DOD,introdução,"O presente documento trata de eventualcontratação e a aquisição de produtos de refrigeração, tais como condicionadores de ar, bebedouros, frigobar, geladeiras e freezers destinados ao atendimento das unidades de saúde,visando atender a necessidade deste Conselho Estadual de Saúde de Rondônia - CES/RO.","A solicitação demonstra a realidade que necessitamos, a qual tem como objetivo de promover melhor conforto, segurança e qualidade aos conselheiros estaduais de saúde, bem como, aos colaboradores a fim de proporcionar e buscar pela melhoria no ambiente de trabalho, para realização das atividades no âmbito de competência deste conselho.",
0036.048286/2023-00,Assessor(a),07/12/2023,,SEI/RO - 0044209006 - Documento de Oficialização de Demanda,Documento de Oficialização de Demanda nº 7/2023/SESAU-CES,,DOCUMENTO DE OFICIALIZAÇÃO DA DEMANDA – DOD,introdução,"O presente documento trata de eventualcontratação e a aquisição de produtos de refrigeração, tais como condicionadores de ar, bebedouros, frigobar, geladeiras e freezers destinados ao atendimento das unidades de saúde,visando atender a necessidade deste Conselho Estadual de Saúde de Rondônia - CES/RO.","A solicitação demonstra a realidade que necessitamos, a qual tem como objetivo de promover melhor conforto, segurança e qualidade aos conselheiros estaduais de saúde, bem como, aos colaboradores a fim de proporcionar e buscar pela melhoria no ambiente de trabalho, para realização das atividades no âmbito de competência deste conselho.",
0036.048286/2023-00,CAIO CESAR MARIN,07/12/2023,0044209006,SEI/RO - 0044209006 - Documento de Oficialização de Demanda,Documento de Oficialização de Demanda nº 7/2023/SESAU-CES,,DOCUMENTO DE OFICIALIZAÇÃO DA DEMANDA – DOD,introdução,"O presente documento trata de eventualcontratação e a aquisição de produtos de refrigeração, tais como condicionadores de ar, bebedouros, frigobar, geladeiras e freezers destinados ao atendimento das unidades de saúde,visando atender a necessidade deste Conselho Estadual de Saúde de Rondônia - CES/RO.","A solicitação demonstra a realidade que necessitamos, a qual tem como objetivo de promover melhor conforto, segurança e qualidade aos conselheiros estaduais de saúde, bem como, aos colaboradores a fim de proporcionar e buscar pela melhoria no ambiente de trabalho, para realização das atividades no âmbito de competência deste conselho.",
0049.003281/2023-09,TALITA BRILHANTE SANTANA AZEVEDO,22/02/2024,,SEI/RO - 0045055575 - SAMS,SAMS,N/A,N/A,N/A,,,"Porto Velho, 22 de fevereiro de 2024."
0049.003281/2023-09,Técnico,22/02/2024,0045055575,SEI/RO - 0045055575 - SAMS,SAMS,N/A,N/A,N/A,,,"Porto Velho, 22 de fevereiro de 2024."
0060.114123/2021-55,Alberto Junior de Souza Caldeira,26/04/2022,,SEI/RO - 0028324135 - Despacho,DESPACHO,De:CEMETRON-DG,Para: CEMETRON-SESMET,,Processo Nº:  0060.114123/2021-55,,Assunto: Apresentação de memória de cálculo
0060.114123/2021-55,Assessor(a),26/04/2022,0028324135,SEI/RO - 0028324135 - Despacho,DESPACHO,De:CEMETRON-DG,Para: CEMETRON-SESMET,,Processo Nº:  0060.114123/2021-55,,Assunto: Apresentação de memória de cálculo
0036.584414/2021-12,Izaura Taufmann Ferreira,27/03/2023,,SEI/RO - 0036914870 - Despacho,DESPACHO,De:SUPEL-EP,Para: SUPEL-NA,Processo Nº:  0036.584414/2021-12,Assunto:Análise Material do Edital do PE 208/2023,,"Senhor Coordenador,"
0036.584414/2021-12,Pregoeiro(a),27/03/2023,0036914870,SEI/RO - 0036914870 - Despacho,DESPACHO,De:SUPEL-EP,Para: SUPEL-NA,Processo Nº:  0036.584414/2021-12,Assunto:Análise Material do Edital do PE 208/2023,,"Senhor Coordenador,"
0036.465253/2021-51,Thiago Araújo Madureira de Oliveira,25/04/2023,,SEI/RO - 0037527293 - Parecer,Parecer nº 139/2023/PGE-PA,,Indexação:Direito Administrativo. Pregão eletrônico. Lei nº 10.520/2002 e Decreto Estadual nº 26.182/2021. Possibilidade. Adequações,,RELATÓRIO,"O processo em epígrafe aportou nesta Procuradoria Geral do Estado para emissão de parecer jurídico acerca da legalidade do Edital do Pregão Eletrônico, conforme informações abaixo:",
0036.465253/2021-51,Procurador do Estado,25/04/2023,0037527293,SEI/RO - 0037527293 - Parecer,Parecer nº 139/2023/PGE-PA,,Indexação:Direito Administrativo. Pregão eletrônico. Lei nº 10.520/2002 e Decreto Estadual nº 26.182/2021. Possibilidade. Adequações,,RELATÓRIO,"O processo em epígrafe aportou nesta Procuradoria Geral do Estado para emissão de parecer jurídico acerca da legalidade do Edital do Pregão Eletrônico, conforme informações abaixo:",
0050.072218/2022-94,KARINE RODRIGUES DE OLIVEIRA,12/05/2023,,SEI/RO - 0038186496 - Despacho,DESPACHO,De:HB-DG,Para: HB-NUCARDIO; HB-ASTEC,Processo Nº:  0050.072218/2022-94,Assunto:Solicitação de Informações.,,
0050.072218/2022-94,Agente,12/05/2023,0038186496,SEI/RO - 0038186496 - Despacho,DESPACHO,De:HB-DG,Para: HB-NUCARDIO; HB-ASTEC,Processo Nº:  0050.072218/2022-94,Assunto:Solicitação de Informações.,,
0050.071690/2022-18,Sandra Xavier Ribeiro,15/05/2023,,SEI/RO - 0038229633 - Despacho,DESPACHO,De:SESAU-HRB,Para: SESAU-GECOMP,Processo Nº:  0050.071690/2022-18,Assunto:Solicitação de Informações.,,
0050.071690/2022-18,Assessor(a),16/05/2023,,SEI/RO - 0038229633 - Despacho,DESPACHO,De:SESAU-HRB,Para: SESAU-GECOMP,Processo Nº:  0050.071690/2022-18,Assunto:Solicitação de Informações.,,
0050.071690/2022-18,Assessor(a),16/05/2023,0038229633,SEI/RO - 0038229633 - Despacho,DESPACHO,De:SESAU-HRB,Para: SESAU-GECOMP,Processo Nº:  0050.071690/2022-18,Assunto:Solicitação de Informações.,,
0036.019918/2023-10,Vanessa Colares Queiroz Marinck,13/07/2023,,SEI/RO - 0039925918 - Memorando,Memorando nº 975/2023/SESAU-CAP,,De: SESAU/CAP,,Para: SESAU-GECOMP,,Assunto: Da solicitação de padronização de descritivos de materiais mobiliários em geral
0036.019918/2023-10,Coordenador(a) Adjunto(a),13/07/2023,0039925918,SEI/RO - 0039925918 - Memorando,Memorando nº 975/2023/SESAU-CAP,,De: SESAU/CAP,,Para: SESAU-GECOMP,,Assunto: Da solicitação de padronização de descritivos de materiais mobiliários em geral
0036.048286/2023-00,Tharles Alan Martins,06/12/2023,,SEI/RO - 0044211206 - Documento de Oficialização de Demanda,Documento de Oficialização de Demanda nº 7/2023/COHREC-NAP,,N/A,,N/A,N/A,N/A
0036.048286/2023-00,Chefe de Núcleo,06/12/2023,0044211206,SEI/RO - 0044211206 - Documento de Oficialização de Demanda,Documento de Oficialização de Demanda nº 7/2023/COHREC-NAP,,N/A,,N/A,N/A,N/A
0049.003281/2023-09,TALITA BRILHANTE SANTANA AZEVEDO,22/02/2024,,SEI/RO - 0046159176 - Informação,Informação nº 541/2024/SESAU-GECOMP,"Considerando a solicitação realizada peloHospital de Base Dr. Ary Pinheiro - HBAPe com o objetivo de subsidiar a elaboração do Estudo Técnico Preliminar sob a égide da Lei Federal nº 14.133/2021 em observância ao artigo 18, parágrafo 1º, inciso VI onde estabelece que o ETP conterá a estimativa do valor da contratação, encaminhamos os autos para que seja realizada aPequisa de Preços.","Salientamos que, conforme justificativa exposta pela área técnica através do DespachoHB-DUROL(0046054751), os itens 01 e 02 deverão serentregues pelo mesmo fornecedor.",Informamos que consta nos autos a SAMS id.0045055575.,"Porto Velho, 22 de fevereiro de 2024.",,TALITA BRILHANTE SANTANA AZEVEDO
0049.003281/2023-09,Técnico,22/02/2024,0046159176,SEI/RO - 0046159176 - Informação,Informação nº 541/2024/SESAU-GECOMP,"Considerando a solicitação realizada peloHospital de Base Dr. Ary Pinheiro - HBAPe com o objetivo de subsidiar a elaboração do Estudo Técnico Preliminar sob a égide da Lei Federal nº 14.133/2021 em observância ao artigo 18, parágrafo 1º, inciso VI onde estabelece que o ETP conterá a estimativa do valor da contratação, encaminhamos os autos para que seja realizada aPequisa de Preços.","Salientamos que, conforme justificativa exposta pela área técnica através do DespachoHB-DUROL(0046054751), os itens 01 e 02 deverão serentregues pelo mesmo fornecedor.",Informamos que consta nos autos a SAMS id.0045055575.,"Porto Velho, 22 de fevereiro de 2024.",,TALITA BRILHANTE SANTANA AZEVEDO
0060.114123/2021-55,Pedro Paulo Dias Pantoja,26/04/2022,,SEI/RO - 0028326829 - Despacho,DESPACHO,De:LACEN-ASTEC,Para: SESAU-GECOMP,Processo Nº:  0060.114123/2021-55,Assunto: Resposta às informações necessárias - Justificativa,,"Senhores responsáveis,"
0060.114123/2021-55,Administrador(a),26/04/2022,0028326829,SEI/RO - 0028326829 - Despacho,DESPACHO,De:LACEN-ASTEC,Para: SESAU-GECOMP,Processo Nº:  0060.114123/2021-55,Assunto: Resposta às informações necessárias - Justificativa,,"Senhores responsáveis,"
0036.584414/2021-12,Josineide Barbosa Leite Anastacio Ferreira,31/03/2023,,SEI/RO - 0037082462 - Despacho,DESPACHO,De:SUPEL-NP,Para:SUPEL-EP,Processo Nº:  0036.584414/2021-12,Assunto: Equívoco no número do edital para análise.,,"Senhor(a) Pregoeira ,"
0036.584414/2021-12,Assessor(a),31/03/2023,0037082462,SEI/RO - 0037082462 - Despacho,DESPACHO,De:SUPEL-NP,Para:SUPEL-EP,Processo Nº:  0036.584414/2021-12,Assunto: Equívoco no número do edital para análise.,,"Senhor(a) Pregoeira ,"
0036.465253/2021-51,BRUNNO CORREA BORGES,27/04/2023,,SEI/RO - 0037716627 - Despacho,DESPACHO,Processo nº:0036.465253/2021-51,,,Vistos.,APROVOo teor do Parecer nº 139/2023/PGE-PA (id.0037527293) pelos seus próprios fundamentos.,Atenciosamente.
0036.465253/2021-51,Procurador do Estado,27/04/2023,0037716627,SEI/RO - 0037716627 - Despacho,DESPACHO,Processo nº:0036.465253/2021-51,,,Vistos.,APROVOo teor do Parecer nº 139/2023/PGE-PA (id.0037527293) pelos seus próprios fundamentos.,Atenciosamente.
0050.072218/2022-94,Ricardo Correa de Abreu,15/05/2023,,SEI/RO - 0038215396 - Despacho,DESPACHO,De:HICD-GAF,Para:SESAU-GECOMP,Processo Nº:  0050.072218/2022-94,Assunto:Informação quanto a inclusão da demanda no Planejamento Anual de Saúde - PAS 2023.,,"Senhor(a),"
0050.072218/2022-94,Gerente,15/05/2023,0038215396,SEI/RO - 0038215396 - Despacho,DESPACHO,De:HICD-GAF,Para:SESAU-GECOMP,Processo Nº:  0050.072218/2022-94,Assunto:Informação quanto a inclusão da demanda no Planejamento Anual de Saúde - PAS 2023.,,"Senhor(a),"
0050.071690/2022-18,KARINE RODRIGUES DE OLIVEIRA,15/05/2023,,SEI/RO - 0038231814 - Despacho,DESPACHO,De:HB-DG,Para: HB-NUPAT; HB-ASTEC,Processo Nº:  0050.071690/2022-18,Assunto:Solicitação de Informações.,,
0050.071690/2022-18,Agente,15/05/2023,0038231814,SEI/RO - 0038231814 - Despacho,DESPACHO,De:HB-DG,Para: HB-NUPAT; HB-ASTEC,Processo Nº:  0050.071690/2022-18,Assunto:Solicitação de Informações.,,
