Documento,Setor,Processo
Documentos de Habilitação I N.A COMERCIO DE EQUIPAMENTOS HOSPITALARES LTDA (0050072414),SUPEL-DELTA,0050.071690/2022-18
Documentos de Habilitação II N.A COMERCIO DE EQUIPAMENTOS HOSPITALARES LTDA (0050073464),SUPEL-CA,0050.071690/2022-18
Consulta espelho - compras.gov Balanço Patrimonial - N.A COMÉRCIO (0050064357),SUPEL-NP,0050.071690/2022-18
Ata Complementar Nº 1 (0050074766),SUPEL-NP,0050.071690/2022-18
Informação 26 (0050074837),SUPEL-NP,0050.071690/2022-18
Recurso Ausência - Extrato - Compras.gov (0050289543),SUPEL-NP,0050.071690/2022-18
Termo 0050291813,SESAU-GECOMP,0050.071690/2022-18
XIII,SUPEL-NP,0050.071690/2022-18
Despacho 0050325411,SUPEL-CAP,0050.071690/2022-18
Decisão 91 (0050351866),SUPEL-CAP,0050.071690/2022-18
Termo Adjudicação (0050290310),SUPEL-NA,0050.071690/2022-18
Representação Administrativa - AMAZON HEALTH (0050011431),SUPEL-NA,0050.071690/2022-18
Despacho 0050013489,SUPEL-DELTA,0050.071690/2022-18
Despacho 0050415357,SUPEL-CRP,0050.071690/2022-18
Despacho 0050418073,SESAU-GECOMP,0050.071690/2022-18
Despacho 0050459192,SUPEL-DELTA,0050.071690/2022-18
Relatório Final (0050467877),SUPEL-DELTA,0050.071690/2022-18
Relatório das Publicações (0050467910),SESAU-GECOMP,0050.071690/2022-18
Certidão 1354 (0050467775),SESAU-NAP,0050.071690/2022-18
Despacho 0050467807,SESAU-NAP,0050.071690/2022-18
Despacho 0050472967,SESAU-NAP,0050.071690/2022-18
Certidão 1372 (0050530541),SESAU-NAP,0050.071690/2022-18
Despacho 0050573966,SESAU-GECOMP,0050.071690/2022-18
Despacho 0050649281,SUPEL-DELTA,0050.071690/2022-18
Pedido de Desclassificação BGF COMERCIAL LTDA (0050691627),SUPEL-DELTA,0050.071690/2022-18
Despacho 0050693381,SUPEL-DELTA,0050.071690/2022-18
Despacho 0050701966,SUPEL-DELTA,0050.071690/2022-18
Ata 0050819626,SUPEL-DELTA,0050.071690/2022-18
XIV,SUPEL-CA,0050.071690/2022-18
Despacho 0051616387,SUPEL-NP,0050.071690/2022-18
Anexo espelho - compras.gov (0051689507),SUPEL-NP,0050.071690/2022-18
Despacho 0051698223,SUPEL-NP,0050.071690/2022-18
Despacho 0051700482,SUPEL-NP,0050.071690/2022-18
Termo de Revogação Total da Homologação (0051797351),SUPEL-NP,0050.071690/2022-18
Publicação do Termo de Revogação da Homologação - Diof (0051797510),SUPEL-CAP,0050.071690/2022-18
Comprovante do Cancelamento ComprasNet (0051797616),SESAU-GECOMP,0050.071690/2022-18
0036.019918/2023-10,SESAU-GAD,0036.019918/2023-10
I,SESAU-GAD,0036.019918/2023-10
Memorando 103 (0037995264),SESAU-GAD,0036.019918/2023-10
Documento de Oficialização de Demanda (0037995302),HB-DG,0036.019918/2023-10
Adendo (0037995330),LACEN-ASTEC,0036.019918/2023-10
Despacho 0038043859,HRE-DG,0036.019918/2023-10
Despacho 0038046981,SAMD-COORD,0036.019918/2023-10
Despacho 0038064559,HB-ASTEC,0036.019918/2023-10
Despacho 0038067908,HC-GAD,0036.019918/2023-10
Despacho 0038100177,HC-GAD,0036.019918/2023-10
Documento de Oficialização de Demanda 10 (0038174943),CEMETRON-DG,0036.019918/2023-10
Anexo Portaria_992 (0038379509),CEMETRON-ASTEC,0036.019918/2023-10
Despacho 0038211690,LEPAC-ASTEC,0036.019918/2023-10
Despacho 0038256501,CDA-COORD,0036.019918/2023-10
Documento de Oficialização de Demanda 5 (0038258226),CDA-COORD,0036.019918/2023-10
Documento de Oficialização de Demanda 6 (0038265338),SESAU-CIB,0036.019918/2023-10
Documento de Oficialização de Demanda 7 (0038266216),LACEN-ASTEC,0036.019918/2023-10
Documento de Oficialização de Demanda 7 (0038266359),CDA-COORD,0036.019918/2023-10
Documento de Oficialização de Demanda 4 DESCONSIDERAR (0038266716),SESAU-CIB,0036.019918/2023-10
Despacho 0038270999,SESAU-CGPM,0036.019918/2023-10
Despacho 0038279442,HICD-GAF,0036.019918/2023-10
Documento de Oficialização de Demanda 1 (0038284971),CEPEM-GA,0036.019918/2023-10
II,HEURO-ASGAB,0036.019918/2023-10
Documento de Oficialização de Demanda 12 HICD - DESCONSIDERAR (0038304490),CEMETRON-ASTEC,0036.019918/2023-10
Documento de Oficialização de Demanda 3 CEPEM (0038336678),HRE-GAD,0036.019918/2023-10
Documento de Oficialização de Demanda 13 (0038379691),JPII-GAD,0036.019918/2023-10
Documento de Oficialização de Demanda 10 (0038393496),AMI-ASTEC,0036.019918/2023-10
Despacho 0038412692,HICD-GAF,0036.019918/2023-10
Documento de Oficialização de Demanda 13 (desconsiderar) (0038422411),HICD-GAF,0036.019918/2023-10
Despacho 0038425800,CEPEM-GA,0036.019918/2023-10
Documento de Oficialização de Demanda 13 HICD (0038430532),HRC-DG,0036.019918/2023-10
Despacho 0038431062,SESAU-GAD,0036.019918/2023-10
Despacho CEPEM (0038470761),CAIS-CTFD,0036.019918/2023-10
Documento de Oficialização de Demanda 15 (0038475902),SESAU-ASTEC,0036.019918/2023-10
Memorando 137 (0038477497),SESAU-ASTEC,0036.019918/2023-10
Documento de Oficialização de Demanda 5 (0038545198),SESAU-GRS4,0036.019918/2023-10
Relatório PAS 2023 - 449052 (0038595323),SESAU-GRS4,0036.019918/2023-10
Memorando 1039 (0038596796),SESAU-GRS4,0036.019918/2023-10
Documento de Oficialização de Demanda 1 IV GRS - Ariquemes (0038372936),SESAU-GAD,0036.019918/2023-10
Documento de Oficialização de Demanda 2 IV GRS - Ariquemes (0038386615),JPII-GAD,0036.019918/2023-10
Despacho Material Permanente IV GRS - Ariquemes (0038401172),SESAU-GECOMP,0036.019918/2023-10
Despacho 0038627067,SESAU-GECOMP,0036.019918/2023-10
Documento de Oficialização de Demanda 15 JPII-PERMANENTE (0038681595),SESAU-GECOMP,0036.019918/2023-10
III,SESAU-GECOMP,0036.019918/2023-10
Certidão 153 (0038700915),SESAU-GECOMP,0036.019918/2023-10
Informação 1036 (0038724851),SESAU-GECOMP,0036.019918/2023-10
Memorando Demanda HRE (0038725006),SESAU-CES,0036.019918/2023-10
Quadro Referência 0038939147,SESAU-NPPS,0036.019918/2023-10
Despacho 0039194841,SESAU-GECOMP,0036.019918/2023-10
Despacho 0039227352,SESAU-GECOMP,0036.019918/2023-10
Documento de Oficialização de Demanda 1 DESCONSIDERAR (0039268727),SESAU-GECOMP,0036.019918/2023-10
Informação 2604 (0039363954),CEPEM-GA,0036.019918/2023-10
Estudo Técnico Preliminar (0039337102),SESAU-GECOMP,0036.019918/2023-10
Informação 1241 (0039494069),SESAU-GECOMP,0036.019918/2023-10
Despacho 0039646956,SESAU-GECOMP,0036.019918/2023-10
Despacho Disponibilização para CEPEM-DC (0039663544),SESAU-SESMT,0036.019918/2023-10
Informação 1293 (0039667025),SESAU-CAP,0036.019918/2023-10
Despacho 0039702628,SESAU-GECOMP,0036.019918/2023-10
Despacho 0039703666,SESAU-GAD,0036.019918/2023-10
Despacho 0039750902,SESAU-GECOMP,0036.019918/2023-10
Memorando 975 à SESAU-GECOMP (0039925918),HICD-DG,0036.019918/2023-10
Despacho 0040380849,JPII-DG,0036.019918/2023-10
Relatório 0040956378,HRC-DG,0036.019918/2023-10
Memorando 1096 (0041591860),HC-DG,0036.019918/2023-10
IV,JPII-GAD,0036.019918/2023-10
Despacho 0041606582,CEMETRON-DG,0036.019918/2023-10
Despacho 0041607998,SESAU-GRS4,0036.019918/2023-10
Despacho 0041609173,HEURO-ASGAB,0036.019918/2023-10
Despacho 0041615548,HICD-GAF,0036.019918/2023-10
Despacho 0041622303,HC-GAD,0036.019918/2023-10
Despacho 0041628529,LEPAC-ASTEC,0036.019918/2023-10
Despacho 0041637933,HRE-DG,0036.019918/2023-10
Documento de Oficialização de Demanda 38 DESCONSDERAR (0041641993),COHREC-COAD,0036.019918/2023-10
Despacho 0041669919,SESAU-GECOMP,0036.019918/2023-10
Despacho 0041685915,SESAU-CES,0036.019918/2023-10
Despacho 0041705380,COHREC-COAD,0036.019918/2023-10
Despacho 0041706697,SESAU-GECOMP,0036.019918/2023-10
Despacho 0041735465,JPII-GAD,0036.019918/2023-10
Despacho 0041749124,SESAU-GECOMP,0036.019918/2023-10
Despacho 0041782352,CEMETRON-ASTEC,0036.019918/2023-10
Despacho 0041861824,LACEN-DG,0036.019918/2023-10
Despacho 0041888388,SESAU-CGPM,0036.019918/2023-10
Despacho 0042018096,CEPEM-GA,0036.019918/2023-10
Despacho 0042087525,LACEN-ASTEC,0036.019918/2023-10
Despacho 0042094715,SESAU-GECOMP,0036.019918/2023-10
V,SESAU-GECOMP,0036.019918/2023-10
Despacho 0042105495,CEMETRON-ASTEC,0036.019918/2023-10
Despacho CAF II (0042107735),CEMETRON-DG,0036.019918/2023-10
Despacho 0042112248,HEURO-ASGAB,0036.019918/2023-10
Despacho 0042158550,SESAU-CES,0036.019918/2023-10
Estudo Técnico 0042207095,COHREC-COAD,0036.019918/2023-10
Informação 2376 (0042238806),SESAU-GECOMP,0036.019918/2023-10
Errata 0042273917,JPII-GAD,0036.019918/2023-10
Despacho 0042274590,LACEN-ASTEC,0036.019918/2023-10
Documento de Oficialização de Demanda 48 (0042286674),LEPAC-ASTEC,0036.019918/2023-10
Despacho 0041694910,SESAU-GECOMP,0036.019918/2023-10
Despacho 0042352437,LACEN-ASTEC,0036.019918/2023-10
Informação 2413 (0042361801),LACEN-ASTEC,0036.019918/2023-10
Informação 42 (0042383952),SESAU-CES,0036.019918/2023-10
Informação 30 (0042392558),HEURO-ASGAB,0036.019918/2023-10
Despacho 0042426042,SESAU-GECOMP,0036.019918/2023-10
Despacho 0042444783,SESAU-GECOMP,0036.019918/2023-10
Documento de Oficialização de Demanda 20 (0042457335),JPII-GAD,0036.019918/2023-10
Despacho 0042466354,SESAU-GECOMP,0036.019918/2023-10
Informação 38 (0042468430),SESAU-GECOMP,0036.019918/2023-10
Informação 62 (0042474686),SESAU-CES,0036.019918/2023-10
VI,SESAU-GECOMP,0036.019918/2023-10
Estudo Técnico 0042480696,SESAU-GECOMP,0036.019918/2023-10
Informação 2466 (0042493102),SESAU-GECOMP,0036.019918/2023-10
Informação 43 (0042522528),SESAU-GECOMP,0036.019918/2023-10
Informação 2480 (0042530917),SESAU-GECOMP,0036.019918/2023-10
Despacho 0042582614,SESAU-GECOMP,0036.019918/2023-10
Despacho 0042585018,SESAU-GECOMP,0036.019918/2023-10
Informação 2538 (0042698075),SESAU-GECOMP,0036.019918/2023-10
Informação 2875 (0043984483),SESAU-GECOMP,0036.019918/2023-10
SAMS 0044151768,SESAU-GECOMP,0036.019918/2023-10
Informação 2917 (0044153153),SESAU-GECOMP,0036.019918/2023-10
E-mail - AOS FORNECEDORES 1 (0045215078),SESAU-GECOMP,0036.019918/2023-10
E-mail - AOS FORNECEDORES 2 (0045802827),SESAU-GECOMP,0036.019918/2023-10
Proposta - Empresa Helenmaq (0045857985),SESAU-GECOMP,0036.019918/2023-10
E-mail - AOS FORNECEDORES 3 (0050748784),SESAU-GECOMP,0036.019918/2023-10
Anexo - Banco de preço 1 (0050848367),SESAU-GECOMP,0036.019918/2023-10
Anexo - Banco de preço 2 (0050989664),SESAU-GECOMP,0036.019918/2023-10
Relatório de Pesquisa de Preço (0047694686),SESAU-GECOMP,0036.019918/2023-10
Informação 3601 (0051109473),SESAU-GECOMP,0036.019918/2023-10
Portaria n° 2550 de 16 de abril de 2024 (0051102640),SESAU-GECOMP,0036.019918/2023-10
Portaria n°1464 de 05 de março de 2024 (0051102685),SESAU-CO,0036.019918/2023-10
VII,SESAU-GECOMP,0036.019918/2023-10
Adendo PAS 2024 (0051349558),SESAU-GECOMP,0036.019918/2023-10
Justificativa 0051348954,SESAU-GECOMP,0036.019918/2023-10
Estudo Técnico Preliminar (0051369779),SESAU-GECOMP,0036.019918/2023-10
Adendo Quantidades (0051367989),SESAU-GECOMP,0036.019918/2023-10
Certidão 444 (0051379829),SESAU-GECOMP,0036.019918/2023-10
Despacho 0051385110,SESAU-GECOMP,0036.019918/2023-10
Despacho 0051506214,SESAU-GECOMP,0036.019918/2023-10
Requisição 0051542679,SESAU-GECOMP,0036.019918/2023-10
Memorando 1282 (0051587510),SESAU-GECOMP,0036.019918/2023-10
Informação 3994 (0051639006),SESAU-GECOMP,0036.019918/2023-10
Autorização 0051677377,SESAU-GECOMP,0036.019918/2023-10
Relatório de Pesquisa de Preço (0051702091),SESAU-GECOMP,0036.019918/2023-10
Informação 4038 (0051710623),SESAU-GECOMP,0036.019918/2023-10
Portaria GECOMP (0051760259),SESAU-GECOMP,0036.019918/2023-10
Memorando CAD (0051760142),SESAU-GECOMP,0036.019918/2023-10
0036.019875/2023-72,SESAU-GAD,0036.019875/2023-72
I,SESAU-GAD,0036.019875/2023-72
Memorando 102 (0037987113),SESAU-GAD,0036.019875/2023-72
Documento de Oficialização de Demanda (0037994951),SESAU-CDI,0036.019875/2023-72
Adendo (0037989939),SESAU-CDI,0036.019875/2023-72
Documento de Oficialização de Demanda 4 (0038034765),SESAU-CDI,0036.019875/2023-72
Documento de Oficialização de Demanda 5 (0038039987),SESAU-CDI,0036.019875/2023-72
Documento de Oficialização de Demanda 6 (0038044733),SESAU-CDI,0036.019875/2023-72
Documento de Oficialização de Demanda 7 (0038046554),SESAU-CDI,0036.019875/2023-72
Adendo DOD - EPI - CDI (0038074820),HB-DG,0036.019875/2023-72
Adendo DOD- MANUTENÇÃO CORRETIVA TOMOGRÁFO/CDI (0038074928),HB-ASTEC,0036.019875/2023-72
Despacho 0038044256,HRE-DG,0036.019875/2023-72
Despacho 0038053442,SAMD-COORD,0036.019875/2023-72
Despacho 0038065129,HC-GAD,0036.019875/2023-72
Despacho 0038068377,HC-GAD,0036.019875/2023-72
Documento de Oficialização de Demanda 9 (0038174923),CEMETRON-DG,0036.019875/2023-72
Anexo Portaria_992 (0038379577),CEPEM-GA,0036.019875/2023-72
Despacho 0038211688,HB-ASTEC,0036.019875/2023-72
Documento de Oficialização de Demanda 1 (0038214966),CDA-COORD,0036.019875/2023-72
Despacho 0038232169,CDA-COORD,0036.019875/2023-72
Documento de Oficialização de Demanda 4 (0038253987),CEMETRON-ASTEC,0036.019875/2023-72
Despacho 0038268746,HB-NUPAT,0036.019875/2023-72
II,HB-NUPAT,0036.019875/2023-72
Despacho 0038290065,CEMETRON-ASTEC,0036.019875/2023-72
Despacho 0038293585,HEURO-ASGAB,0036.019875/2023-72
Documento de Oficialização de Demanda 2 (0038362709),JPII-GAD,0036.019875/2023-72
Documento de Oficialização de Demanda 9 (0038393438),AMI-ASTEC,0036.019875/2023-72
Documento de Oficialização de Demanda 14 (0038397148),AMI-ASTEC,0036.019875/2023-72
Documento de Oficialização de Demanda 14 JPII - MÉDICO HOSPITALAR (0038422417),AMI-ASTEC,0036.019875/2023-72
Documento de Oficialização de Demanda 3 (0038425924),AMI-ASTEC,0036.019875/2023-72
Documento de Oficialização de Demanda 4 (0038425984),AMI-ASTEC,0036.019875/2023-72
Documento de Oficialização de Demanda 5 (0038426023),SESAU-GAD,0036.019875/2023-72
Documento de Oficialização de Demanda 6 (0038426040),HRC-DG,0036.019875/2023-72
Documento de Oficialização de Demanda 7 (0038426064),LACEN-ASTEC,0036.019875/2023-72
Memorando 138 (0038478692),CAIS-CTFD,0036.019875/2023-72
Documento de Oficialização de Demanda 16 (0038484463),SESAU-ASTEC,0036.019875/2023-72
Despacho 0038561948,SESAU-ASTEC,0036.019875/2023-72
Documento de Oficialização de Demanda 7 (0038584737),SESAU-GAD,0036.019875/2023-72
Relatório PAS 2023 - 449052 (0038595290),SESAU-CIB,0036.019875/2023-72
Memorando 1038 (0038595931),CERO-GAB,0036.019875/2023-72
Despacho 0038623210,SESAU-GECOMP,0036.019875/2023-72
Despacho 0038674266,SESAU-GECOMP,0036.019875/2023-72
Documento de Oficialização de Demanda 8 (0038769759),SESAU-NPPS,0036.019875/2023-72
III,SESAU-GECOMP,0036.019875/2023-72
Certidão 165 (0038854480),HICD-GAF,0036.019875/2023-72
Memorando 682 (0039271167),SESAU-GECOMP,0036.019875/2023-72
Informação 2507 (0039291203),SESAU-GECOMP,0036.019875/2023-72
Informação 1178 (0039291405),SESAU-CO,0036.019875/2023-72
Termo de Encerramento 0039525280,SESAU-GECOMP,0036.019875/2023-72
Estudo Técnico Preliminar (0039302631),SESAU-GECOMP,0036.019875/2023-72
Informação 1376 (0039918545),SESAU-CDI,0036.019875/2023-72
Despacho 0041682056,SESAU-GECOMP,0036.019875/2023-72
Informação 2187 (0041711802),SESAU-GECOMP,0036.019875/2023-72
Informação 2191 (0041747610),SESAU-GECOMP,0036.019875/2023-72
Despacho 0041882949,SESAU-GECOMP,0036.019875/2023-72
Informação 2232 (0041883471),SESAU-GECOMP,0036.019875/2023-72
Informação 2269 (0041975754),SESAU-GECOMP,0036.019875/2023-72
Memorando 1152 (0042018937),SESAU-GECOMP,0036.019875/2023-72
Autorização 0042018959,SESAU-GECOMP,0036.019875/2023-72
Termo de Referência - DESCONSIDERAR (0042486273),HRC-DG,0036.019875/2023-72
Termo de Referência - DESCONSIDERAR (0042684241),SESAU-GECOMP,0036.019875/2023-72
SAMS - DESCONSIDERAR (0042087079),HRC-DG,0036.019875/2023-72
Informação 2634 - DISPONIBIL. BLOCO ASS. (0043016631),SESAU-GECOMP,0036.019875/2023-72
Informação 88 - INSERÇÃO DE ITEM NO TR (0043049124),SESAU-GECOMP,0036.019875/2023-72
IV,SESAU-GECOMP,0036.019875/2023-72
Despacho 0043137792,HC-GAD,0036.019875/2023-72
Errata À INFORMAÇÃO 88 (0043262981),HC-GENF,0036.019875/2023-72
Informação 2724 - ELABORAÇÃO ETP 14.133 (0043372948),SESAU-GECOMP,0036.019875/2023-72
SAMS - DESCONSIDERAR (0043523046),SESAU-GECOMP,0036.019875/2023-72
Informação 2765 - PESQ. PREÇO (0043524295),SESAU-GECOMP,0036.019875/2023-72
Despacho 0044084295,SESAU-GECOMP,0036.019875/2023-72
0036.053840/2023-62,SESAU-GECOMP,0036.019875/2023-72
SAMS 0044153373,SESAU-GECOMP,0036.019875/2023-72
Informação 2919 - PESQ. PREÇO (0044153850),SESAU-CDI,0036.019875/2023-72
E-mail GERAL (0044658769),SESAU-GECOMP,0036.019875/2023-72
E-mail - QUESTIONAMENTO Empresa (0044856126),SESAU-GECOMP,0036.019875/2023-72
Informação 2 - QUESTIONAMENTO Empresa (0044854867),SESAU-GECOMP,0036.019875/2023-72
Despacho 0044965963,SESAU-GECOMP,0036.019875/2023-72
Despacho 0045124217,SESAU-CDI,0036.019875/2023-72
Resposta 0045150235,SESAU-CDI,0036.019875/2023-72
Informação 113 - PESQ. PREÇO (0045150262),SESAU-CDI,0036.019875/2023-72
E-mail de Resposta ao Questionamento (0045179911),SESAU-GAD,0036.019875/2023-72
E-mail Reiteração (0045185637),SESAU-GECOMP,0036.019875/2023-72
Memorando 125 (0048456082),SESAU-GECOMP,0036.019875/2023-72
Ofício nº 000052.2024 - Promotoria de Justiça (0048456100),SESAU-GECOMP,0036.019875/2023-72
0036.078020/2022-01,SESAU-GECOMP,0036.078020/2022-01
I,SESAU-GECOMP,0036.078020/2022-01
Estudo Técnico JP II (0028433397),SESAU-GECOMP,0036.078020/2022-01
Estudo Técnico AMI (0028433437),SESAU-GECOMP,0036.078020/2022-01
Estudo Técnico HRSF (0028433581),SESAU-GECOMP,0036.078020/2022-01
Estudo Técnico HRE (0028433615),SESAU-GECOMP,0036.078020/2022-01
Estudo Técnico HICD (0028433651),SESAU-GECOMP,0036.078020/2022-01
Estudo Técnico POC-GEMAN 1 (0028717078),SESAU-GECOMP,0036.078020/2022-01
Estudo Técnico POC-NUCEN 1 (0028717114),SESAU-GECOMP,0036.078020/2022-01
Estudo Técnico POC-GEMED (0028874376),SESAU-GECOMP,0036.078020/2022-01
Despacho 0028476266,SESAU-NPPS,0036.078020/2022-01
Memorando 375 (0029935477),SESAU-GECOMP,0036.078020/2022-01
Informação 1988 (0030120063),JPII-NCOMP,0036.078020/2022-01
Memorando 415 (0030197442),AMI-PATRIM,0036.078020/2022-01
Despacho 0030229624,JPII-NAP,0036.078020/2022-01
Despacho materiais permanente (0030249980),JPII-NAP,0036.078020/2022-01
Despacho 0030250585,JPII-NAP,0036.078020/2022-01
Errata 0030262943,JPII-NCOMP,0036.078020/2022-01
Despacho 0030263200,POC-DG,0036.078020/2022-01
Despacho 0030285404,POC-GAD,0036.078020/2022-01
Despacho 0030250405,JPII-NMP,0036.078020/2022-01
Despacho 0030287535,POC-GAD,0036.078020/2022-01
II,POC-GAD,0036.078020/2022-01
Despacho 0030303630,POC-NUCEN,0036.078020/2022-01
Justificativa POC-GEMAN (0030323836),POC-GMED,0036.078020/2022-01
Justificativa POC-NUCEN (0030323876),AMI-PATRIM,0036.078020/2022-01
Planilha 0030336228,POC-GEMAN,0036.078020/2022-01
Planilha 0030340905,POC-GMED,0036.078020/2022-01
Estudo Técnico aquisição de material permenente (0030393724),POC-GEMAN,0036.078020/2022-01
Memória de Cálculo (0030395470),POC-GAD,0036.078020/2022-01
Despacho 0030444546,SESAU-GECOMP,0036.078020/2022-01
Despacho 0030445172,SESAU-GECOMP,0036.078020/2022-01
Despacho 0030450954,SESAU-GECOMP,0036.078020/2022-01
Despacho 0030502646,HRE-DG,0036.078020/2022-01
Estudo Técnico 0030187029,HRSF-ASTEC,0036.078020/2022-01
Informação 333 (0030531892),SESAU-GECOMP,0036.078020/2022-01
Estudo Técnico 0030881025,SESAU-GECOMP,0036.078020/2022-01
Informação 3 (0031266513),POC-GAD,0036.078020/2022-01
Informação 425 (0031268431),SESAU-GECOMP,0036.078020/2022-01
Despacho 0031389025,SESAU-GECOMP,0036.078020/2022-01
Informação 31 (0031632079),JPII-NCOMP,0036.078020/2022-01
Estudo Técnico 0031641499,POC-GAD,0036.078020/2022-01
Informação 488 (0031642315),SESAU-GECOMP,0036.078020/2022-01
III,SESAU-GECOMP,0036.078020/2022-01
Despacho 0031755685,POC-GAD,0036.078020/2022-01
Informação 41 (0032609249),POC-GMED,0036.078020/2022-01
Estudo Técnico 0032782525,POC-GAD,0036.078020/2022-01
Informação 716 (0032795281),POC-DG,0036.078020/2022-01
Despacho 0033320446,SESAU-GECOMP,0036.078020/2022-01
Despacho 0033395548,SESAU-GECOMP,0036.078020/2022-01
Despacho 0033408009,SESAU-GECOMP,0036.078020/2022-01
Informação 15 (0033574030),SESAU-GECOMP,0036.078020/2022-01
Despacho 0033548843,POC-DG,0036.078020/2022-01
Estudo Técnico 0033580295,SESAU-GECOMP,0036.078020/2022-01
Informação 935 (0033586348),SESAU-GECOMP,0036.078020/2022-01
Despacho 0033694511,SESAU-GECOMP,0036.078020/2022-01
Despacho 0033698533,SESAU-GECOMP,0036.078020/2022-01
Informação 984 (0033823248),SESAU-CO,0036.078020/2022-01
Memorando 1022 (0033921054),SESAU-GECOMP,0036.078020/2022-01
Autorização 0033920719,SESAU-GECOMP,0036.078020/2022-01
