Documento,Setor,Processo,Protocolo
Despacho 0046686320,SUPEL-CA,0050.071690/2022-18,0046686320
Despacho 0046694319,SUPEL-NP,0050.071690/2022-18,0046694319
Exame 0046711829,SUPEL-NP,0050.071690/2022-18,0046711829
Publicação Exame Compras.gov e Supel (0046730655),SUPEL-NP,0050.071690/2022-18,0046730655
Despacho 0046730697,SUPEL-NP,0050.071690/2022-18,0046730697
E-mail de Resposta - (0046737781),SUPEL-NP,0050.071690/2022-18,0046737781
E-mail de Resposta - (0046738072),SESAU-GECOMP,0050.071690/2022-18,0046738072
Publicação da Resposta - Site Supel (0046738506),SESAU-CO,0050.071690/2022-18,0046738506
Termo de Juntada 0046738818,SESAU-GECOMP,0050.071690/2022-18,0046738818
Despacho 0046843761,SUPEL-NP,0050.071690/2022-18,0046843761
Despacho 0046845189,SUPEL-DELTA,0050.071690/2022-18,0046845189
Proposta - BGF COMERCIAL LTDA (0046849600),SUPEL-DELTA,0050.071690/2022-18,0046849600
Proposta - N.A COMERCIO DE EQUIPAMENTOS HOSPITALARES LTDA (0046851332),SESAU-GECOMP,0050.071690/2022-18,0046851332
Proposta - M V R DE SOUZA COMERCIO ATACADISTA LTDA (0046851408),SESAU-CO,0050.071690/2022-18,0046851408
Termo de Juntada 0046852704,SESAU-GECOMP,0050.071690/2022-18,0046852704
Despacho 0046852746,SUPEL-NA,0050.071690/2022-18,0046852746
Certidão 620 (0047007041),SUPEL-NA,0050.071690/2022-18,0047007041
Despacho 0047087221,SUPEL-DELTA,0050.071690/2022-18,0047087221
Parecer 32 (0047154308),SUPEL-DELTA,0050.071690/2022-18,0047154308
Despacho 0047304576,SUPEL-DELTA,0050.071690/2022-18,0047304576
Despacho 0047308539,SUPEL-DELTA,0050.071690/2022-18,0047308539
Prospecto N.A COMERCIO DE EQUIPAMENTOS HOSPITALARES LTDA (0047453200),SUPEL-DELTA,0050.071690/2022-18,0047453200
Despacho 0047453224,SUPEL-DELTA,0050.071690/2022-18,0047453224
Despacho 0047475840,SUPEL-CA,0050.071690/2022-18,0047475840
Parecer 38 (0047507632),SUPEL-NP,0050.071690/2022-18,0047507632
Despacho 0048247591,SUPEL-NP,0050.071690/2022-18,0048247591
Catálogo correto empresa - N.A COMERCIO (0048391443),SUPEL-NP,0050.071690/2022-18,0048391443
Despacho 0048391950,SUPEL-NP,0050.071690/2022-18,0048391950
Publicação Análise técnica Compras.gov e Supel (0048633253),SUPEL-CAP,0050.071690/2022-18,0048633253
Documentos de Habilitação I BGF COMERCIAL LTDA (0048631287),SUPEL-DELTA,0050.071690/2022-18,0048631287
Documentos de Habilitação II BGF COMERCIAL LTDA (0048630915),SUPEL-DELTA,0050.071690/2022-18,0048630915
Informação de continuidade da Sessão (0048634516),SUPEL-CAP,0050.071690/2022-18,0048634516
Ata e Anexos (0048696910),SUPEL-GCF,0050.071690/2022-18,0048696910
Despacho 0048696928,SESAU-GECOMP,0050.071690/2022-18,0048696928
Despacho 0048710117,SESAU-NAP,0050.071690/2022-18,0048710117
Relatório Final (0048736842),SESAU-NAP,0050.071690/2022-18,0048736842
Relatório das Publicações (0048736897),SESAU-NAP,0050.071690/2022-18,0048736897
Certidão 1057 (0048736981),SESAU-NAP,0050.071690/2022-18,0048736981
Despacho 0048737658,SESAU-NAP,0050.071690/2022-18,0048737658
Certidão 1070 (0048815219),SESAU-NAP,0050.071690/2022-18,0048815219
Despacho 0048839928,SUPEL-DELTA,0050.071690/2022-18,0048839928
Termo Adjudicação II retificado (0049158084),SESAU-GECOMP,0050.071690/2022-18,0049158084
Despacho 0049158399,SESAU-CO,0050.071690/2022-18,0049158399
Despacho 0049192915,SESAU-GECOMP,0050.071690/2022-18,0049192915
Despacho 0049360214,SUPEL-DELTA,0050.071690/2022-18,0049360214
Despacho 0049332926,SUPEL-DELTA,0050.071690/2022-18,0049332926
Análise 213 (0049776966),SUPEL-DELTA,0050.071690/2022-18,0049776966
Termo de Homologação 0049777060,SUPEL-DELTA,0050.071690/2022-18,0049777060
Publicação DO TERMO DE HOMOLOGAÇÃO DIOF (0049777118),SUPEL-DELTA,0050.071690/2022-18,0049777118
Publicação Homologação ComprasNet (0049777195),SUPEL-DELTA,0050.071690/2022-18,0049777195
Despacho 0049777235,SUPEL-DELTA,0050.071690/2022-18,0049777235
Anexo consultarSituacaoFornecedor_37650759000120_2024-0 (0049782102),SUPEL-DELTA,0050.071690/2022-18,0049782102
Despacho 0049548059,SUPEL-DELTA,0050.071690/2022-18,0049548059
Despacho 0049701990,SUPEL-ASTEC,0050.071690/2022-18,0049701990
Parecer 65 (0049730062),SUPEL-DELTA,0050.071690/2022-18,0049730062
Despacho 0049732131,SUPEL-NA,0050.071690/2022-18,0049732131
Aviso 411 (0049893976),SUPEL-NA,0050.071690/2022-18,0049893976
Publicação - Retorno à Fase Compras.gov e supel (0049894656),SUPEL-DELTA,0050.071690/2022-18,0049894656
Documentos de Habilitação I N.A COMERCIO DE EQUIPAMENTOS HOSPITALARES LTDA (0050072414),SUPEL-DELTA,0050.071690/2022-18,0050072414
Documentos de Habilitação II N.A COMERCIO DE EQUIPAMENTOS HOSPITALARES LTDA (0050073464),SUPEL-CA,0050.071690/2022-18,0050073464
Consulta espelho - compras.gov Balanço Patrimonial - N.A COMÉRCIO (0050064357),SUPEL-NP,0050.071690/2022-18,0050064357
Ata Complementar Nº 1 (0050074766),SUPEL-NP,0050.071690/2022-18,0050074766
Informação 26 (0050074837),SUPEL-NP,0050.071690/2022-18,0050074837
Recurso Ausência - Extrato - Compras.gov (0050289543),SUPEL-NP,0050.071690/2022-18,0050289543
Termo 0050291813,SESAU-GECOMP,0050.071690/2022-18,0050291813
Despacho 0050325411,SUPEL-CAP,0050.071690/2022-18,0050325411
Decisão 91 (0050351866),SUPEL-CAP,0050.071690/2022-18,0050351866
Termo Adjudicação (0050290310),SUPEL-NA,0050.071690/2022-18,0050290310
Representação Administrativa - AMAZON HEALTH (0050011431),SUPEL-NA,0050.071690/2022-18,0050011431
Despacho 0050013489,SUPEL-DELTA,0050.071690/2022-18,0050013489
Despacho 0050415357,SUPEL-CRP,0050.071690/2022-18,0050415357
Despacho 0050418073,SESAU-GECOMP,0050.071690/2022-18,0050418073
Despacho 0050459192,SUPEL-DELTA,0050.071690/2022-18,0050459192
Relatório Final (0050467877),SUPEL-DELTA,0050.071690/2022-18,0050467877
Relatório das Publicações (0050467910),SESAU-GECOMP,0050.071690/2022-18,0050467910
Certidão 1354 (0050467775),SESAU-NAP,0050.071690/2022-18,0050467775
Despacho 0050467807,SESAU-NAP,0050.071690/2022-18,0050467807
Despacho 0050472967,SESAU-NAP,0050.071690/2022-18,0050472967
Certidão 1372 (0050530541),SESAU-NAP,0050.071690/2022-18,0050530541
Despacho 0050573966,SESAU-GECOMP,0050.071690/2022-18,0050573966
Despacho 0050649281,SUPEL-DELTA,0050.071690/2022-18,0050649281
Pedido de Desclassificação BGF COMERCIAL LTDA (0050691627),SUPEL-DELTA,0050.071690/2022-18,0050691627
Despacho 0050693381,SUPEL-DELTA,0050.071690/2022-18,0050693381
Despacho 0050701966,SUPEL-DELTA,0050.071690/2022-18,0050701966
Ata 0050819626,SUPEL-DELTA,0050.071690/2022-18,0050819626
Despacho 0051616387,SUPEL-NP,0050.071690/2022-18,0051616387
Anexo espelho - compras.gov (0051689507),SUPEL-NP,0050.071690/2022-18,0051689507
Despacho 0051698223,SUPEL-NP,0050.071690/2022-18,0051698223
Despacho 0051700482,SUPEL-NP,0050.071690/2022-18,0051700482
Termo de Revogação Total da Homologação (0051797351),SUPEL-NP,0050.071690/2022-18,0051797351
Publicação do Termo de Revogação da Homologação - Diof (0051797510),SUPEL-CAP,0050.071690/2022-18,0051797510
Comprovante do Cancelamento ComprasNet (0051797616),SESAU-GECOMP,0050.071690/2022-18,0051797616
Memorando 103 (0037995264),SESAU-GAD,0036.019918/2023-10,0037995264
Documento de Oficialização de Demanda (0037995302),HB-DG,0036.019918/2023-10,0037995302
Adendo (0037995330),LACEN-ASTEC,0036.019918/2023-10,0037995330
Despacho 0038043859,HRE-DG,0036.019918/2023-10,0038043859
Despacho 0038046981,SAMD-COORD,0036.019918/2023-10,0038046981
Despacho 0038064559,HB-ASTEC,0036.019918/2023-10,0038064559
Despacho 0038067908,HC-GAD,0036.019918/2023-10,0038067908
Despacho 0038100177,HC-GAD,0036.019918/2023-10,0038100177
Documento de Oficialização de Demanda 10 (0038174943),CEMETRON-DG,0036.019918/2023-10,0038174943
Anexo Portaria_992 (0038379509),CEMETRON-ASTEC,0036.019918/2023-10,0038379509
Despacho 0038211690,LEPAC-ASTEC,0036.019918/2023-10,0038211690
Despacho 0038256501,CDA-COORD,0036.019918/2023-10,0038256501
Documento de Oficialização de Demanda 5 (0038258226),CDA-COORD,0036.019918/2023-10,0038258226
Documento de Oficialização de Demanda 6 (0038265338),SESAU-CIB,0036.019918/2023-10,0038265338
Documento de Oficialização de Demanda 7 (0038266216),LACEN-ASTEC,0036.019918/2023-10,0038266216
Documento de Oficialização de Demanda 7 (0038266359),CDA-COORD,0036.019918/2023-10,0038266359
Documento de Oficialização de Demanda 4 DESCONSIDERAR (0038266716),SESAU-CIB,0036.019918/2023-10,0038266716
Despacho 0038270999,SESAU-CGPM,0036.019918/2023-10,0038270999
Despacho 0038279442,HICD-GAF,0036.019918/2023-10,0038279442
Documento de Oficialização de Demanda 1 (0038284971),CEPEM-GA,0036.019918/2023-10,0038284971
Documento de Oficialização de Demanda 12 HICD - DESCONSIDERAR (0038304490),CEMETRON-ASTEC,0036.019918/2023-10,0038304490
Documento de Oficialização de Demanda 3 CEPEM (0038336678),HRE-GAD,0036.019918/2023-10,0038336678
Documento de Oficialização de Demanda 13 (0038379691),JPII-GAD,0036.019918/2023-10,0038379691
Documento de Oficialização de Demanda 10 (0038393496),AMI-ASTEC,0036.019918/2023-10,0038393496
Despacho 0038412692,HICD-GAF,0036.019918/2023-10,0038412692
Documento de Oficialização de Demanda 13 (desconsiderar) (0038422411),HICD-GAF,0036.019918/2023-10,0038422411
Despacho 0038425800,CEPEM-GA,0036.019918/2023-10,0038425800
Documento de Oficialização de Demanda 13 HICD (0038430532),HRC-DG,0036.019918/2023-10,0038430532
Despacho 0038431062,SESAU-GAD,0036.019918/2023-10,0038431062
Despacho CEPEM (0038470761),CAIS-CTFD,0036.019918/2023-10,0038470761
Documento de Oficialização de Demanda 15 (0038475902),SESAU-ASTEC,0036.019918/2023-10,0038475902
Memorando 137 (0038477497),SESAU-ASTEC,0036.019918/2023-10,0038477497
Documento de Oficialização de Demanda 5 (0038545198),SESAU-GRS4,0036.019918/2023-10,0038545198
Relatório PAS 2023 - 449052 (0038595323),SESAU-GRS4,0036.019918/2023-10,0038595323
Memorando 1039 (0038596796),SESAU-GRS4,0036.019918/2023-10,0038596796
Documento de Oficialização de Demanda 1 IV GRS - Ariquemes (0038372936),SESAU-GAD,0036.019918/2023-10,0038372936
Documento de Oficialização de Demanda 2 IV GRS - Ariquemes (0038386615),JPII-GAD,0036.019918/2023-10,0038386615
Despacho Material Permanente IV GRS - Ariquemes (0038401172),SESAU-GECOMP,0036.019918/2023-10,0038401172
Despacho 0038627067,SESAU-GECOMP,0036.019918/2023-10,0038627067
Documento de Oficialização de Demanda 15 JPII-PERMANENTE (0038681595),SESAU-GECOMP,0036.019918/2023-10,0038681595
Certidão 153 (0038700915),SESAU-GECOMP,0036.019918/2023-10,0038700915
Informação 1036 (0038724851),SESAU-GECOMP,0036.019918/2023-10,0038724851
Memorando Demanda HRE (0038725006),SESAU-CES,0036.019918/2023-10,0038725006
Quadro Referência 0038939147,SESAU-NPPS,0036.019918/2023-10,0038939147
Despacho 0039194841,SESAU-GECOMP,0036.019918/2023-10,0039194841
Despacho 0039227352,SESAU-GECOMP,0036.019918/2023-10,0039227352
Documento de Oficialização de Demanda 1 DESCONSIDERAR (0039268727),SESAU-GECOMP,0036.019918/2023-10,0039268727
Informação 2604 (0039363954),CEPEM-GA,0036.019918/2023-10,0039363954
Estudo Técnico Preliminar (0039337102),SESAU-GECOMP,0036.019918/2023-10,0039337102
Informação 1241 (0039494069),SESAU-GECOMP,0036.019918/2023-10,0039494069
Despacho 0039646956,SESAU-GECOMP,0036.019918/2023-10,0039646956
Despacho Disponibilização para CEPEM-DC (0039663544),SESAU-SESMT,0036.019918/2023-10,0039663544
Informação 1293 (0039667025),SESAU-CAP,0036.019918/2023-10,0039667025
Despacho 0039702628,SESAU-GECOMP,0036.019918/2023-10,0039702628
Despacho 0039703666,SESAU-GAD,0036.019918/2023-10,0039703666
Despacho 0039750902,SESAU-GECOMP,0036.019918/2023-10,0039750902
Memorando 975 à SESAU-GECOMP (0039925918),HICD-DG,0036.019918/2023-10,0039925918
Despacho 0040380849,JPII-DG,0036.019918/2023-10,0040380849
Relatório 0040956378,HRC-DG,0036.019918/2023-10,0040956378
Memorando 1096 (0041591860),HC-DG,0036.019918/2023-10,0041591860
Despacho 0041606582,CEMETRON-DG,0036.019918/2023-10,0041606582
Despacho 0041607998,SESAU-GRS4,0036.019918/2023-10,0041607998
Despacho 0041609173,HEURO-ASGAB,0036.019918/2023-10,0041609173
Despacho 0041615548,HICD-GAF,0036.019918/2023-10,0041615548
Despacho 0041622303,HC-GAD,0036.019918/2023-10,0041622303
Despacho 0041628529,LEPAC-ASTEC,0036.019918/2023-10,0041628529
Despacho 0041637933,HRE-DG,0036.019918/2023-10,0041637933
Documento de Oficialização de Demanda 38 DESCONSDERAR (0041641993),COHREC-COAD,0036.019918/2023-10,0041641993
Despacho 0041669919,SESAU-GECOMP,0036.019918/2023-10,0041669919
Despacho 0041685915,SESAU-CES,0036.019918/2023-10,0041685915
Despacho 0041705380,COHREC-COAD,0036.019918/2023-10,0041705380
Despacho 0041706697,SESAU-GECOMP,0036.019918/2023-10,0041706697
Despacho 0041735465,JPII-GAD,0036.019918/2023-10,0041735465
Despacho 0041749124,SESAU-GECOMP,0036.019918/2023-10,0041749124
Despacho 0041782352,CEMETRON-ASTEC,0036.019918/2023-10,0041782352
Despacho 0041861824,LACEN-DG,0036.019918/2023-10,0041861824
Despacho 0041888388,SESAU-CGPM,0036.019918/2023-10,0041888388
Despacho 0042018096,CEPEM-GA,0036.019918/2023-10,0042018096
Despacho 0042087525,LACEN-ASTEC,0036.019918/2023-10,0042087525
Despacho 0042094715,SESAU-GECOMP,0036.019918/2023-10,0042094715
Despacho 0042105495,CEMETRON-ASTEC,0036.019918/2023-10,0042105495
Despacho CAF II (0042107735),CEMETRON-DG,0036.019918/2023-10,0042107735
Despacho 0042112248,HEURO-ASGAB,0036.019918/2023-10,0042112248
Despacho 0042158550,SESAU-CES,0036.019918/2023-10,0042158550
Estudo Técnico 0042207095,COHREC-COAD,0036.019918/2023-10,0042207095
Informação 2376 (0042238806),SESAU-GECOMP,0036.019918/2023-10,0042238806
Errata 0042273917,JPII-GAD,0036.019918/2023-10,0042273917
Despacho 0042274590,LACEN-ASTEC,0036.019918/2023-10,0042274590
Documento de Oficialização de Demanda 48 (0042286674),LEPAC-ASTEC,0036.019918/2023-10,0042286674
Despacho 0041694910,SESAU-GECOMP,0036.019918/2023-10,0041694910
Despacho 0042352437,LACEN-ASTEC,0036.019918/2023-10,0042352437
Informação 2413 (0042361801),LACEN-ASTEC,0036.019918/2023-10,0042361801
Informação 42 (0042383952),SESAU-CES,0036.019918/2023-10,0042383952
Informação 30 (0042392558),HEURO-ASGAB,0036.019918/2023-10,0042392558
Despacho 0042426042,SESAU-GECOMP,0036.019918/2023-10,0042426042
Despacho 0042444783,SESAU-GECOMP,0036.019918/2023-10,0042444783
Documento de Oficialização de Demanda 20 (0042457335),JPII-GAD,0036.019918/2023-10,0042457335
Despacho 0042466354,SESAU-GECOMP,0036.019918/2023-10,0042466354
Informação 38 (0042468430),SESAU-GECOMP,0036.019918/2023-10,0042468430
Informação 62 (0042474686),SESAU-CES,0036.019918/2023-10,0042474686
Estudo Técnico 0042480696,SESAU-GECOMP,0036.019918/2023-10,0042480696
Informação 2466 (0042493102),SESAU-GECOMP,0036.019918/2023-10,0042493102
Informação 43 (0042522528),SESAU-GECOMP,0036.019918/2023-10,0042522528
Informação 2480 (0042530917),SESAU-GECOMP,0036.019918/2023-10,0042530917
Despacho 0042582614,SESAU-GECOMP,0036.019918/2023-10,0042582614
Despacho 0042585018,SESAU-GECOMP,0036.019918/2023-10,0042585018
Informação 2538 (0042698075),SESAU-GECOMP,0036.019918/2023-10,0042698075
Informação 2875 (0043984483),SESAU-GECOMP,0036.019918/2023-10,0043984483
SAMS 0044151768,SESAU-GECOMP,0036.019918/2023-10,0044151768
Informação 2917 (0044153153),SESAU-GECOMP,0036.019918/2023-10,0044153153
E-mail - AOS FORNECEDORES 1 (0045215078),SESAU-GECOMP,0036.019918/2023-10,0045215078
E-mail - AOS FORNECEDORES 2 (0045802827),SESAU-GECOMP,0036.019918/2023-10,0045802827
Proposta - Empresa Helenmaq (0045857985),SESAU-GECOMP,0036.019918/2023-10,0045857985
E-mail - AOS FORNECEDORES 3 (0050748784),SESAU-GECOMP,0036.019918/2023-10,0050748784
Anexo - Banco de preço 1 (0050848367),SESAU-GECOMP,0036.019918/2023-10,0050848367
Anexo - Banco de preço 2 (0050989664),SESAU-GECOMP,0036.019918/2023-10,0050989664
Relatório de Pesquisa de Preço (0047694686),SESAU-GECOMP,0036.019918/2023-10,0047694686
Informação 3601 (0051109473),SESAU-GECOMP,0036.019918/2023-10,0051109473
Portaria n° 2550 de 16 de abril de 2024 (0051102640),SESAU-GECOMP,0036.019918/2023-10,0051102640
Portaria n°1464 de 05 de março de 2024 (0051102685),SESAU-CO,0036.019918/2023-10,0051102685
Adendo PAS 2024 (0051349558),SESAU-GECOMP,0036.019918/2023-10,0051349558
Justificativa 0051348954,SESAU-GECOMP,0036.019918/2023-10,0051348954
Estudo Técnico Preliminar (0051369779),SESAU-GECOMP,0036.019918/2023-10,0051369779
Adendo Quantidades (0051367989),SESAU-GECOMP,0036.019918/2023-10,0051367989
Certidão 444 (0051379829),SESAU-GECOMP,0036.019918/2023-10,0051379829
Despacho 0051385110,SESAU-GECOMP,0036.019918/2023-10,0051385110
Despacho 0051506214,SESAU-GECOMP,0036.019918/2023-10,0051506214
Requisição 0051542679,SESAU-GECOMP,0036.019918/2023-10,0051542679
Memorando 1282 (0051587510),SESAU-GECOMP,0036.019918/2023-10,0051587510
Informação 3994 (0051639006),SESAU-GECOMP,0036.019918/2023-10,0051639006
Autorização 0051677377,SESAU-GECOMP,0036.019918/2023-10,0051677377
Relatório de Pesquisa de Preço (0051702091),SESAU-GECOMP,0036.019918/2023-10,0051702091
Informação 4038 (0051710623),SESAU-GECOMP,0036.019918/2023-10,0051710623
Portaria GECOMP (0051760259),SESAU-GECOMP,0036.019918/2023-10,0051760259
Memorando CAD (0051760142),SESAU-GECOMP,0036.019918/2023-10,0051760142
Memorando 102 (0037987113),SESAU-GAD,0036.019875/2023-72,0037987113
Documento de Oficialização de Demanda (0037994951),SESAU-CDI,0036.019875/2023-72,0037994951
Adendo (0037989939),SESAU-CDI,0036.019875/2023-72,0037989939
Documento de Oficialização de Demanda 4 (0038034765),SESAU-CDI,0036.019875/2023-72,0038034765
Documento de Oficialização de Demanda 5 (0038039987),SESAU-CDI,0036.019875/2023-72,0038039987
Documento de Oficialização de Demanda 6 (0038044733),SESAU-CDI,0036.019875/2023-72,0038044733
Documento de Oficialização de Demanda 7 (0038046554),SESAU-CDI,0036.019875/2023-72,0038046554
Adendo DOD - EPI - CDI (0038074820),HB-DG,0036.019875/2023-72,0038074820
Adendo DOD- MANUTENÇÃO CORRETIVA TOMOGRÁFO/CDI (0038074928),HB-ASTEC,0036.019875/2023-72,0038074928
Despacho 0038044256,HRE-DG,0036.019875/2023-72,0038044256
Despacho 0038053442,SAMD-COORD,0036.019875/2023-72,0038053442
Despacho 0038065129,HC-GAD,0036.019875/2023-72,0038065129
Despacho 0038068377,HC-GAD,0036.019875/2023-72,0038068377
Documento de Oficialização de Demanda 9 (0038174923),CEMETRON-DG,0036.019875/2023-72,0038174923
Anexo Portaria_992 (0038379577),CEPEM-GA,0036.019875/2023-72,0038379577
Despacho 0038211688,HB-ASTEC,0036.019875/2023-72,0038211688
Documento de Oficialização de Demanda 1 (0038214966),CDA-COORD,0036.019875/2023-72,0038214966
Despacho 0038232169,CDA-COORD,0036.019875/2023-72,0038232169
Documento de Oficialização de Demanda 4 (0038253987),CEMETRON-ASTEC,0036.019875/2023-72,0038253987
Despacho 0038268746,HB-NUPAT,0036.019875/2023-72,0038268746
Despacho 0038290065,CEMETRON-ASTEC,0036.019875/2023-72,0038290065
Despacho 0038293585,HEURO-ASGAB,0036.019875/2023-72,0038293585
Documento de Oficialização de Demanda 2 (0038362709),JPII-GAD,0036.019875/2023-72,0038362709
Documento de Oficialização de Demanda 9 (0038393438),AMI-ASTEC,0036.019875/2023-72,0038393438
Documento de Oficialização de Demanda 14 (0038397148),AMI-ASTEC,0036.019875/2023-72,0038397148
Documento de Oficialização de Demanda 14 JPII - MÉDICO HOSPITALAR (0038422417),AMI-ASTEC,0036.019875/2023-72,0038422417
Documento de Oficialização de Demanda 3 (0038425924),AMI-ASTEC,0036.019875/2023-72,0038425924
Documento de Oficialização de Demanda 4 (0038425984),AMI-ASTEC,0036.019875/2023-72,0038425984
Documento de Oficialização de Demanda 5 (0038426023),SESAU-GAD,0036.019875/2023-72,0038426023
Documento de Oficialização de Demanda 6 (0038426040),HRC-DG,0036.019875/2023-72,0038426040
